id,timestamp,email,fullname,firstname,surname,teachers
44,9:00:45 AM,vasquez.haley@madisonps.org,Mr. Vasquez,Haley,Vasquez,Mr. Thompson|Mrs. Gutierrez|Mr. Morrow|Mrs. Walton|Mr. Suarez
45,4:02:15 AM,miles.emerson@madisonps.org,Mr. Miles,Emerson,Miles,Mr. Huffman|Mrs. Marquez|Mrs. Kane
46,12:04:31 AM,savage.renee@madisonps.org,Mrs. Savage,Renee,Savage,Mrs. Solomon|Mrs. Oliver|Mrs. Braun|Mr. Schaefer
47,8:11:31 PM,hahn.camille@madisonps.org,Mrs. Hahn,Camille,Hahn,Mr. Mcguire|Mr. Campbell|Mr. Cabrera
48,11:33:06 AM,willis.jaidyn@madisonps.org,Mr. Willis,Jaidyn,Willis,Mr. Lowe|Mr. Kemp|Mrs. Nixon|Mr. Graham|Mrs. Savage
49,4:37:09 PM,wall.fatima@madisonps.org,Mrs. Wall,Fatima,Wall,Mrs. Conley|Mrs. Schaefer|Mr. Richmond|Mr. Vasquez|Mrs. Hahn
50,6:13:16 AM,sanchez.shelby@madisonps.org,Mrs. Sanchez,Shelby,Sanchez,Mrs. Pollard|Mrs. Lucas|Mr. Costa|Mr. Braun|Mrs. Pollard
51,8:03:47 AM,thompson.johnny@madisonps.org,Mr. Thompson,Johnny,Thompson,Mr. Gonzales|Mr. Lucero|Mr. Gillespie|Mrs. Chavez|Mr. Vazquez
52,7:29:27 AM,lucas.mathew@madisonps.org,Mrs. Lucas,Mathew,Lucas,Mr. Gillespie
53,11:46:59 PM,braun.karsyn@madisonps.org,Mr. Braun,Karsyn,Braun,Mr. Cook|Mr. Dalton
54,12:19:49 AM,ferrell.jonas@madisonps.org,Mrs. Ferrell,Jonas,Ferrell,Mrs. Velez|Mrs. Chandler|Mr. Collins|Mr. Mcguire|Mr. Costa
55,11:45:38 AM,campbell.tristen@madisonps.org,Mr. Campbell,Tristen,Campbell,Mr. Frazier|Mrs. Reid|Mr. Morrow
56,3:08:23 AM,harvey.riya@madisonps.org,Mrs. Harvey,Riya,Harvey,Mr. Cook|Mrs. Mcmillan|Mr. Webb|Mrs. Solomon
57,4:26:55 AM,caldwell.kayley@madisonps.org,Mr. Caldwell,Kayley,Caldwell,Mrs. Walton|Mrs. Holt|Mrs. Francis
58,10:19:25 AM,hunt.lillianna@madisonps.org,Mrs. Hunt,Lillianna,Hunt,Mrs. Velez|Mrs. Blackburn|Mr. Cabrera|Mr. Rose|Mr. Caldwell
59,2:33:39 PM,marquez.isaias@madisonps.org,Mrs. Marquez,Isaias,Marquez,Mr. Graham|Mr. Graham|Mrs. Savage|Mr. Campbell|Mrs. Velez
60,3:17:14 PM,chang.abbie@madisonps.org,Mrs. Chang,Abbie,Chang,Mr. Dalton|Mr. Reed|Mrs. Luna|Mrs. Lucas|Mr. Braun
61,6:37:25 PM,solomon.kiana@madisonps.org,Mrs. Solomon,Kiana,Solomon,Mr. Patrick|Mrs. Huynh|Mr. Collins|Mrs. Chavez|Mr. Gibson
62,4:53:04 AM,mcguire.adyson@madisonps.org,Mr. Mcguire,Adyson,Mcguire,Mrs. Drake
63,5:18:49 PM,hickman.kayley@madisonps.org,Mrs. Hickman,Kayley,Hickman,Mr. Reed|Mr. Caldwell
64,2:36:11 AM,merritt.alina@madisonps.org,Mr. Merritt,Alina,Merritt,Mrs. Braun|Mr. Mcguire|Mr. Dorsey|Mr. Braun|Mr. Suarez
65,6:52:44 PM,schaefer.madisyn@madisonps.org,Mrs. Schaefer,Madisyn,Schaefer,Mrs. Mosley|Mrs. Huynh|Mr. Miles
66,5:34:34 AM,reed.jayla@madisonps.org,Mr. Reed,Jayla,Reed,Mrs. Wall|Mr. Braun|Mr. Young|Mr. Reed
67,8:28:02 PM,gillespie.yoselin@madisonps.org,Mr. Gillespie,Yoselin,Gillespie,Mr. Edwards|Mr. Mcfarland|Mrs. Chang
68,3:51:18 PM,flynn.jose@madisonps.org,Mrs. Flynn,Jose,Flynn,Mr. Merritt|Mrs. Chandler|Mrs. Sanchez|Mrs. Mcmillan|Mrs. Kane
69,6:19:19 PM,cook.abraham@madisonps.org,Mr. Cook,Abraham,Cook,Mrs. Chandler|Mrs. Hickman|Mrs. Luna|Mr. Edwards|Mrs. Holt
70,9:05:46 AM,morrow.gabriel@madisonps.org,Mr. Morrow,Gabriel,Morrow,Mrs. Francis|Mr. Edwards|Mr. Livingston|Mr. Terrell|Mr. Miles
71,2:56:38 PM,vazquez.ashlynn@madisonps.org,Mr. Vazquez,Ashlynn,Vazquez,Mrs. Chandler|Mrs. Lawson|Mrs. Holt|Mr. Lucero|Mr. Huffman
72,6:25:40 PM,farmer.kira@madisonps.org,Mr. Farmer,Kira,Farmer,Mrs. Drake
73,4:07:14 AM,collins.arjun@madisonps.org,Mr. Collins,Arjun,Collins,Mr. Miles|Mr. Carey
74,6:42:52 PM,strong.karma@madisonps.org,Mrs. Strong,Karma,Strong,Mr. Mcguire|Mr. Carey|Mrs. Lawson|Mr. Webb|Mrs. Lawson
75,7:52:03 AM,webb.kayla@madisonps.org,Mr. Webb,Kayla,Webb,Mr. Merritt|Mrs. Chang|Mr. Vazquez
76,10:06:51 PM,braun.dakota@madisonps.org,Mrs. Braun,Dakota,Braun,Mrs. Luna|Mr. Merritt|Mrs. Drake|Mr. Vazquez
77,1:02:13 AM,edwards.colby@madisonps.org,Mr. Edwards,Colby,Edwards,Mrs. Holt|Mr. Richmond|Mrs. Conley
78,3:46:42 AM,drake.maren@madisonps.org,Mrs. Drake,Maren,Drake,Mrs. Pugh|Mr. Patrick|Mr. Livingston|Mrs. Pugh|Mr. Reed
79,3:31:11 PM,floyd.tyrese@madisonps.org,Mr. Floyd,Tyrese,Floyd,Mr. Edwards|Mr. Hester|Mr. Floyd|Mrs. Harvey|Mr. Gentry
80,8:55:39 AM,dorsey.tristan@madisonps.org,Mr. Dorsey,Tristan,Dorsey,Mr. Roberts|Mr. Suarez|Mrs. Sanchez|Mrs. Gutierrez|Mrs. Hickman
81,11:57:18 AM,montoya.jalen@madisonps.org,Mr. Montoya,Jalen,Montoya,Mrs. Wood|Mr. Collins|Mrs. Mcmillan|Mr. Carey|Mr. Webb
82,3:42:54 AM,rose.khloe@madisonps.org,Mr. Rose,Khloe,Rose,Mr. Lowe
83,10:38:10 AM,graham.gina@madisonps.org,Mr. Graham,Gina,Graham,Mrs. Huynh|Mr. Marshall
84,2:01:40 PM,costa.jan@madisonps.org,Mr. Costa,Jan,Costa,Mrs. Holt|Mrs. Kane|Mr. Gonzales|Mr. Gonzales|Mrs. Maddox
85,1:03:19 AM,rollins.kale@madisonps.org,Mrs. Rollins,Kale,Rollins,Mr. Roberts|Mrs. Hickman|Mr. Campbell
86,9:49:03 AM,king.edgar@madisonps.org,Mr. King,Edgar,King,Mrs. Rollins|Mrs. Chavez|Mrs. Huynh|Mr. Morrow
87,1:32:02 AM,francis.macie@madisonps.org,Mrs. Francis,Macie,Francis,Mrs. Mcmillan|Mr. Thompson|Mrs. Hahn
88,11:26:52 AM,gonzales.laney@madisonps.org,Mr. Gonzales,Laney,Gonzales,Mrs. Wade|Mrs. Pugh|Mr. Roberts|Mr. Montoya|Mrs. Luna
89,10:19:41 PM,holt.eric@madisonps.org,Mrs. Holt,Eric,Holt,Mrs. Solomon|Mrs. Solomon|Mr. Costa|Mrs. Conley|Mrs. Solomon
90,11:53:51 PM,frazier.jack@madisonps.org,Mr. Frazier,Jack,Frazier,Mrs. Harvey|Mrs. Reid|Mrs. Conley|Mr. Gonzales|Mrs. Hickman
91,2:16:33 PM,mcfarland.edith@madisonps.org,Mr. Mcfarland,Edith,Mcfarland,Mr. Dalton|Mr. Carey|Mrs. Hunt|Mrs. Huynh|Mr. Floyd
92,12:22:44 PM,pollard.aleena@madisonps.org,Mrs. Pollard,Aleena,Pollard,Mrs. Reid
93,10:12:54 AM,luna.charlize@madisonps.org,Mrs. Luna,Charlize,Luna,Mr. Mcfarland|Mrs. Conley
94,8:52:22 PM,gentry.claire@madisonps.org,Mr. Gentry,Claire,Gentry,Mrs. Wade|Mrs. Reid|Mrs. Maddox|Mrs. Mcmillan|Mrs. Hunt
95,9:59:51 AM,kane.jessie@madisonps.org,Mrs. Kane,Jessie,Kane,Mr. Richmond|Mr. Gonzales|Mrs. Savage
